"genus","family","order","W","V","H","N","K","p"
"Thaminophyllum","Asteraceae","Asterales",0,0,0,3,0,NA
"Thamnea","Bruniaceae","Bruniales",1,0,0,9,1,1
"Thamnocalamus","Poaceae","Poales",0,0,0,4,0,NA
"Thamnocharis","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Thamnochortus","Restionaceae","Poales",0,0,30,35,30,0
"Thamnoldenlandia","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Thamnopteris","Aspleniaceae","Polypodiales",0,0,0,1,0,NA
"Thamnosciadium","Apiaceae","Apiales",0,0,0,1,0,NA
"Thamnoseris","Asteraceae","Asterales",0,0,0,1,0,NA
"Thamnosma","Rutaceae","Sapindales",0,0,0,7,0,NA
"Thapsia","Apiaceae","Apiales",0,0,2,3,2,0
"Thaspium","Apiaceae","Apiales",2,0,0,5,2,1
"Thaumasianthes","Loranthaceae","Santalales",0,0,0,1,0,NA
"Thaumastochloa","Poaceae","Poales",0,0,0,9,0,NA
"Thaumatocaryon","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,3,0,NA
"Thaumatococcus","Marantaceae","Zingiberales",0,0,1,1,1,0
"Thecacoris","Phyllanthaceae","Malpighiales",2,0,0,17,2,1
"Thecanthes","Thymelaeaceae","Malvales",0,0,1,5,1,0
"Thecopus","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Thecostele","Orchidaceae","Asparagales",0,0,1,1,1,0
"Thedachloa","Poaceae","Poales",0,0,0,1,0,NA
"Theilera","Campanulaceae","Asterales",0,0,0,2,0,NA
"Thelaia","Ericaceae","Ericales",0,0,0,1,0,NA
"Thelasis","Orchidaceae","Asparagales",0,0,1,26,1,0
"Thelepaepale","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Thelepogon","Poaceae","Poales",0,0,0,2,0,NA
"Thelesperma","Asteraceae","Asterales",0,0,1,13,1,0
"Thelethylax","Podostemaceae","Malpighiales",0,0,0,2,0,NA
"Theligonum","Rubiaceae","Gentianales",0,0,1,4,1,0
"Thelionema","Xanthorrhoeaceae","Asparagales",0,0,3,3,3,0
"Thelocactus","Cactaceae","Caryophyllales",0,0,0,13,0,NA
"Thelymitra","Orchidaceae","Asparagales",0,0,3,115,3,0
"Thelypodiopsis","Brassicaceae","Brassicales",0,0,0,15,0,NA
"Thelypodium","Brassicaceae","Brassicales",0,0,1,19,1,0
"Thelypteris","Thelypteridaceae","Polypodiales",0,0,0,433,0,NA
"Thelyschista","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Themeda","Poaceae","Poales",0,0,5,27,5,0
"Themelium","Polypodiaceae","Polypodiales",0,0,0,1,0,NA
"Themistoclesia","Ericaceae","Ericales",1,0,0,27,1,1
"Thenardia","Apocynaceae","Gentianales",0,0,0,3,0,NA
"Theobroma","Malvaceae","Malvales",8,0,0,22,8,1
"Theodora","Fabaceae","Fabales",0,0,0,1,0,NA
"Theodorovia","Campanulaceae","Asterales",0,0,0,1,0,NA
"Theophrasta","Primulaceae","Ericales",0,0,0,2,0,NA
"Theopsis","Theaceae","Ericales",0,0,0,1,0,NA
"Thereianthus","Iridaceae","Asparagales",0,0,7,8,7,0
"Theriophonum","Araceae","Alismatales",0,0,0,7,0,NA
"Thermopsis","Fabaceae","Fabales",0,0,4,30,4,0
"Therofon","Saxifragaceae","Saxifragales",0,0,0,3,0,NA
"Theropogon","Asparagaceae","Asparagales",0,0,0,1,0,NA
"Therorhodion","Ericaceae","Ericales",0,0,0,1,0,NA
"Thesidium","Santalaceae","Santalales",0,0,1,6,1,0
"Thesium","Santalaceae","Santalales",0,0,4,305,4,0
"Thesmophora","Stilbaceae","Lamiales",0,0,0,1,0,NA
"Thespesia","Malvaceae","Malvales",2,0,0,11,2,1
"Thespidium","Asteraceae","Asterales",0,0,0,1,0,NA
"Thespis","Asteraceae","Asterales",0,0,0,4,0,NA
"Thevenotia","Asteraceae","Asterales",0,0,1,2,1,0
"Thevetia","Apocynaceae","Gentianales",1,0,0,4,1,1
"Thibaudia","Ericaceae","Ericales",8,0,0,62,8,1
"Thilachium","Capparaceae","Brassicales",1,0,0,15,1,1
"Thiloa","Combretaceae","Myrtales",1,0,0,2,1,1
"Thinouia","Sapindaceae","Sapindales",4,0,0,9,4,1
"Thiollierea","Rubiaceae","Gentianales",0,0,0,12,0,NA
"Thiseltonia","Asteraceae","Asterales",0,0,0,1,0,NA
"Thismia","Burmanniaceae","Dioscoreales",0,0,2,45,2,0
"Thladiantha","Cucurbitaceae","Cucurbitales",0,0,3,26,3,0
"Thlasidia","Caprifoliaceae","Dipsacales",0,0,0,1,0,NA
"Thlaspi","Brassicaceae","Brassicales",0,0,4,79,4,0
"Thogsennia","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Thomandersia","Schlegeliaceae","Lamiales",3,0,0,6,3,1
"Thomandersia","Thomandersiaceae",NA,1,0,0,1,1,1
"Thomasia","Malvaceae","Malvales",0,0,0,1,0,NA
"Thompsonella","Crassulaceae","Saxifragales",0,0,0,7,0,NA
"Thonningia","Balanophoraceae","Santalales",0,0,0,1,0,NA
"Thoracocarpus","Cyclanthaceae","Pandanales",1,0,0,1,1,1
"Thoracosperma","Ericaceae","Ericales",0,0,0,1,0,NA
"Thoreauea","Apocynaceae","Gentianales",0,0,0,3,0,NA
"Thorella","Apiaceae","Apiales",0,0,0,1,0,NA
"Thornbera","Fabaceae","Fabales",0,0,0,1,0,NA
"Thorncroftia","Lamiaceae","Lamiales",0,0,0,6,0,NA
"Thornea","Hypericaceae","Malpighiales",1,0,0,2,1,1
"Thottea","Aristolochiaceae","Piperales",2,0,0,3,2,1
"Thouinia","Sapindaceae","Sapindales",5,0,0,10,5,1
"Thouinidium","Sapindaceae","Sapindales",2,0,0,3,2,1
"Thrasya","Poaceae","Poales",0,0,1,22,1,0
"Thrasyopsis","Poaceae","Poales",0,0,0,2,0,NA
"Thraulococcus","Sapindaceae","Sapindales",0,0,0,1,0,NA
"Threlkeldia","Amaranthaceae","Caryophyllales",0,0,0,2,0,NA
"Thrinax","Arecaceae","Arecales",3,0,0,3,3,1
"Thrincia","Asteraceae","Asterales",0,0,0,7,0,NA
"Thrixanthocereus","Cactaceae","Caryophyllales",0,0,0,1,0,NA
"Thrixspermum","Orchidaceae","Asparagales",0,0,1,161,1,0
"Thryallis","Malpighiaceae","Malpighiales",1,0,0,4,1,1
"Thryptomene","Myrtaceae","Myrtales",7,0,0,32,7,1
"Thuarea","Poaceae","Poales",0,0,1,2,1,0
"Thuja","Cupressaceae","Cupressales",4,0,0,5,4,1
"Thujopsis","Cupressaceae","Cupressales",1,0,0,1,1,1
"Thulinia","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Thunbergia","Acanthaceae","Lamiales",1,0,2,102,3,0.333333333333333
"Thunbergianthus","Orobanchaceae","Lamiales",0,0,0,1,0,NA
"Thunbergiella","Apiaceae","Apiales",0,0,0,1,0,NA
"Thunia","Orchidaceae","Asparagales",0,0,1,5,1,0
"Thurnia","Thurniaceae","Poales",0,0,1,3,1,0
"Thurovia","Asteraceae","Asterales",0,0,0,1,0,NA
"Thuspeinanta","Lamiaceae","Lamiales",0,0,0,2,0,NA
"Thyana","Sapindaceae","Sapindales",0,0,0,2,0,NA
"Thyella","Convolvulaceae","Solanales",0,0,0,8,0,NA
"Thylacanthus","Fabaceae","Fabales",0,0,0,1,0,NA
"Thylacopteris","Polypodiaceae","Polypodiales",0,0,0,1,0,NA
"Thylacospermum","Caryophyllaceae","Caryophyllales",0,0,0,1,0,NA
"Thymbra","Lamiaceae","Lamiales",1,0,0,4,1,1
"Thymelaea","Thymelaeaceae","Malvales",1,0,0,34,1,1
"Thymophylla","Asteraceae","Asterales",0,1,0,13,0,NA
"Thymopsis","Asteraceae","Asterales",0,0,0,2,0,NA
"Thymus","Lamiaceae","Lamiales",6,0,0,315,6,1
"Thyrasperma","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Thyridachne","Poaceae","Poales",0,0,0,1,0,NA
"Thyridolepis","Poaceae","Poales",0,0,1,3,1,0
"Thyrocarpus","Boraginaceae","UnknownOrder-Boraginaceae",0,0,1,2,1,0
"Thyrsacanthus","Acanthaceae","Lamiales",0,0,0,2,0,NA
"Thyrsanthella","Apocynaceae","Gentianales",0,1,0,1,0,NA
"Thyrsanthemum","Commelinaceae","Commelinales",0,0,0,3,0,NA
"Thyrsanthera","Euphorbiaceae","Malpighiales",0,1,0,1,0,NA
"Thyrsodium","Anacardiaceae","Sapindales",2,0,0,7,2,1
"Thyrsopteris","Thyrsopteridaceae","Cyatheales",0,0,0,1,0,NA
"Thyrsosalacia","Celastraceae","Celastrales",0,0,0,2,0,NA
"Thyrsostachys","Poaceae","Poales",0,0,0,2,0,NA
"Thysanobotrya","Cyatheaceae","Cyatheales",0,0,0,1,0,NA
"Thysanocarpus","Brassicaceae","Brassicales",0,0,0,5,0,NA
"Thysanoglossa","Orchidaceae","Asparagales",0,0,0,3,0,NA
"Thysanolaena","Poaceae","Poales",1,0,0,1,1,1
"Thysanosoria","Lomariopsidaceae","Polypodiales",0,0,0,1,0,NA
"Thysanostemon","Clusiaceae","Malpighiales",0,0,0,2,0,NA
"Thysanotus","Asparagaceae","Asparagales",0,0,13,50,13,0
"Tiarella","Saxifragaceae","Saxifragales",0,0,4,8,4,0
"Tiarocarpus","Asteraceae","Asterales",0,0,0,3,0,NA
"Tibetia","Fabaceae","Fabales",0,0,0,6,0,NA
"Tibetoseris","Asteraceae","Asterales",0,0,0,1,0,NA
"Tibouchina","Melastomataceae","Myrtales",5,0,1,234,6,0.833333333333333
"Tibouchinopsis","Melastomataceae","Myrtales",0,0,0,2,0,NA
"Ticodendron","Ticodendraceae","Fagales",1,0,0,1,1,1
"Ticorea","Rutaceae","Sapindales",0,0,0,5,0,NA
"Tidestromia","Amaranthaceae","Caryophyllales",0,0,1,6,1,0
"Tiedemannia","Apiaceae","Apiales",0,0,0,1,0,NA
"Tieghemella","Sapotaceae","Ericales",2,0,0,2,2,1
"Tietkensia","Asteraceae","Asterales",0,0,0,1,0,NA
"Tigridia","Iridaceae","Asparagales",0,0,32,53,32,0
"Tigridiopalma","Melastomataceae","Myrtales",0,0,0,1,0,NA
"Tilesia","Asteraceae","Asterales",0,0,0,3,0,NA
"Tilia","Malvaceae","Malvales",15,0,0,46,15,1
"Tiliacora","Menispermaceae","Ranunculales",2,0,0,24,2,1
"Tilingia","Apiaceae","Apiales",0,0,1,2,1,0
"Tillaea","Crassulaceae","Saxifragales",0,0,0,3,0,NA
"Tillandsia","Bromeliaceae","Poales",0,0,66,693,66,0
"Timonius","Rubiaceae","Gentianales",6,0,0,182,6,1
"Tina","Sapindaceae","Sapindales",1,0,0,20,1,1
"Tinadendron","Rubiaceae","Gentianales",0,0,0,2,0,NA
"Tinantia","Commelinaceae","Commelinales",0,0,2,13,2,0
"Tinguarra","Apiaceae","Apiales",0,0,0,1,0,NA
"Tingulonga","Burseraceae","Sapindales",0,0,0,2,0,NA
"Tinnea","Lamiaceae","Lamiales",1,0,0,19,1,1
"Tinomiscium","Menispermaceae","Ranunculales",0,0,0,1,0,NA
"Tinospora","Menispermaceae","Ranunculales",0,3,0,13,0,NA
"Tintinabulum","Polemoniaceae","Ericales",0,0,0,1,0,NA
"Tintinnabularia","Apocynaceae","Gentianales",0,2,0,3,0,NA
"Tipuana","Fabaceae","Fabales",1,0,0,1,1,1
"Tipularia","Orchidaceae","Asparagales",0,0,1,7,1,0
"Tiputinia","Burmanniaceae","Dioscoreales",0,0,0,1,0,NA
"Tiquilia","Boraginaceae","UnknownOrder-Boraginaceae",4,5,1,28,5,0.8
"Tirpitzia","Linaceae","Malpighiales",0,0,0,2,0,NA
"Tisonia","Salicaceae","Malpighiales",0,0,0,12,0,NA
"Tissa","Caryophyllaceae","Caryophyllales",0,0,0,2,0,NA
"Titanopsis","Aizoaceae","Caryophyllales",0,0,0,6,0,NA
"Titanotrichum","Gesneriaceae","Lamiales",0,0,1,1,1,0
"Tithonia","Asteraceae","Asterales",0,0,1,21,1,0
"Tittmannia","Bruniaceae","Bruniales",1,0,0,1,1,1
"Tium","Fabaceae","Fabales",0,0,0,1,0,NA
"Tmesipteris","Psilotaceae","Psilotales",0,0,1,1,1,0
"Tobagoa","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Tocantinia","Amaryllidaceae","Asparagales",0,0,0,1,0,NA
"Tococa","Melastomataceae","Myrtales",4,0,0,48,4,1
"Tocoyena","Rubiaceae","Gentianales",3,0,0,19,3,1
"Todaroa","Apiaceae","Apiales",0,0,0,1,0,NA
"Toddalia","Rutaceae","Sapindales",1,0,0,1,1,1
"Toddaliopsis","Rutaceae","Sapindales",0,0,0,1,0,NA
"Todea","Osmundaceae","Osmundales",0,0,1,1,1,0
"Toechima","Sapindaceae","Sapindales",1,0,0,1,1,1
"Tofieldia","Tofieldiaceae","Alismatales",0,0,7,13,7,0
"Toiyabea","Asteraceae","Asterales",0,0,0,1,0,NA
"Tolbonia","Asteraceae","Asterales",0,0,0,1,0,NA
"Toliara","Poaceae","Poales",0,0,0,1,0,NA
"Tolmachevia","Crassulaceae","Saxifragales",0,0,0,1,0,NA
"Tolmiea","Saxifragaceae","Saxifragales",0,0,1,1,1,0
"Tolpis","Asteraceae","Asterales",0,0,7,23,7,0
"Tolumnia","Orchidaceae","Asparagales",0,0,4,31,4,0
"Tolypanthus","Loranthaceae","Santalales",0,0,0,2,0,NA
"Tomentaurum","Asteraceae","Asterales",0,0,0,2,0,NA
"Tomophyllum","Polypodiaceae","Polypodiales",0,0,0,23,0,NA
"Tomzanonia","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Tonduzia","Apocynaceae","Gentianales",1,0,0,2,1,1
"Tonella","Plantaginaceae","Lamiales",0,0,0,2,0,NA
"Tonestus","Asteraceae","Asterales",0,0,0,4,0,NA
"Tongoloa","Apiaceae","Apiales",0,0,1,16,1,0
"Tonina","Eriocaulaceae","Poales",0,0,1,1,1,0
"Tontelea","Celastraceae","Celastrales",1,0,0,25,1,1
"Toona","Meliaceae","Sapindales",4,0,0,5,4,1
"Topobea","Melastomataceae","Myrtales",1,0,0,49,1,1
"Toppingia","Thelypteridaceae","Polypodiales",0,0,0,1,0,NA
"Tordyliopsis","Apiaceae","Apiales",0,0,0,1,0,NA
"Tordylium","Apiaceae","Apiales",0,0,1,6,1,0
"Torenia","Linderniaceae","Lamiales",0,0,5,14,5,0
"Toricellia","Cornaceae","Cornales",0,0,0,2,0,NA
"Torilis","Apiaceae","Apiales",0,0,3,8,3,0
"Toronia","Proteaceae","Proteales",1,0,0,1,1,1
"Torralbasia","Celastraceae","Celastrales",0,0,0,1,0,NA
"Torreya","Taxaceae","Cupressales",2,0,0,6,2,1
"Torreycactus","Cactaceae","Caryophyllales",0,0,0,1,0,NA
"Torreyochloa","Poaceae","Poales",0,0,0,5,0,NA
"Torrubia","Nyctaginaceae","Caryophyllales",0,0,0,4,0,NA
"Tortuella","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Torularia","Brassicaceae","Brassicales",0,0,0,2,0,NA
"Tostimontia","Asteraceae","Asterales",0,0,0,1,0,NA
"Toubaouate","Fabaceae","Fabales",0,0,0,1,0,NA
"Touchardia","Urticaceae","Rosales",0,0,0,1,0,NA
"Toulicia","Sapindaceae","Sapindales",5,0,0,14,5,1
"Tounatea","Fabaceae","Fabales",0,0,0,4,0,NA
"Tournaya","Fabaceae","Fabales",0,0,0,1,0,NA
"Tournefortia","Boraginaceae","UnknownOrder-Boraginaceae",8,0,4,96,12,0.666666666666667
"Tourneuxia","Asteraceae","Asterales",0,0,0,1,0,NA
"Tournonia","Basellaceae","Caryophyllales",0,0,0,1,0,NA
"Touroulia","Ochnaceae","Malpighiales",1,0,0,2,1,1
"Tourrettia","Bignoniaceae","Lamiales",0,0,0,1,0,NA
"Toussaintia","Annonaceae","Magnoliales",1,0,0,4,1,1
"Touterea","Loasaceae","Cornales",0,0,0,1,0,NA
"Tovaria","Tovariaceae","Brassicales",0,0,1,2,1,0
"Tovarochloa","Poaceae","Poales",0,0,0,1,0,NA
"Tovomita","Clusiaceae","Malpighiales",10,0,0,56,10,1
"Tovomitidium","Clusiaceae","Malpighiales",0,0,0,1,0,NA
"Tovomitopsis","Clusiaceae","Malpighiales",2,0,0,6,2,1
"Townsendia","Asteraceae","Asterales",0,0,0,26,0,NA
"Townsonia","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Toxicodendron","Anacardiaceae","Sapindales",9,1,0,30,9,1
"Toxicoscordion","Melanthiaceae","Liliales",0,0,3,8,3,0
"Toxocarpus","Apocynaceae","Gentianales",1,0,0,11,1,1
"Toxosiphon","Rutaceae","Sapindales",1,0,0,4,1,1
"Toxylon","Moraceae","Rosales",0,0,0,1,0,NA
"Tozzia","Orobanchaceae","Lamiales",0,0,0,1,0,NA
"Trachelium","Campanulaceae","Asterales",1,0,0,3,1,1
"Trachelospermum","Apocynaceae","Gentianales",1,2,0,11,1,1
"Trachodes","Asteraceae","Asterales",0,0,0,1,0,NA
"Trachyandra","Xanthorrhoeaceae","Asparagales",0,0,9,57,9,0
"Trachycarpus","Arecaceae","Arecales",1,0,0,9,1,1
"Trachydium","Apiaceae","Apiales",0,0,0,7,0,NA
"Trachymene","Araliaceae","Apiales",0,0,1,3,1,0
"Trachyphrynium","Marantaceae","Zingiberales",0,0,1,1,1,0
"Trachypogon","Poaceae","Poales",0,0,1,5,1,0
"Trachypteris","Pteridaceae","Polypodiales",0,0,0,4,0,NA
"Trachys","Poaceae","Poales",0,0,0,2,0,NA
"Trachysciadium","Apiaceae","Apiales",0,0,0,1,0,NA
"Trachysperma","Gentianaceae","Gentianales",0,0,0,3,0,NA
"Trachyspermum","Apiaceae","Apiales",0,0,0,5,0,NA
"Trachystemon","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Trachystigma","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Trachystoma","Brassicaceae","Brassicales",0,0,0,3,0,NA
"Trachystylis","Cyperaceae","Poales",0,0,1,1,1,0
"Tracyina","Asteraceae","Asterales",0,0,0,1,0,NA
"Tradescantia","Commelinaceae","Commelinales",0,0,15,75,15,0
"Tragacantha","Fabaceae","Fabales",0,0,0,96,0,NA
"Traganopsis","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Traganum","Amaranthaceae","Caryophyllales",1,0,0,2,1,1
"Tragia","Euphorbiaceae","Malpighiales",0,0,3,152,3,0
"Tragiella","Euphorbiaceae","Malpighiales",0,1,0,4,0,NA
"Tragopogon","Asteraceae","Asterales",0,0,4,141,4,0
"Tragus","Poaceae","Poales",0,0,3,8,3,0
"Trailliaedoxa","Rubiaceae","Gentianales",0,0,0,1,0,NA
"Trapa","Lythraceae","Myrtales",0,0,0,6,0,NA
"Trapella","Pedaliaceae","Lamiales",0,0,0,1,0,NA
"Trattinnickia","Burseraceae","Sapindales",9,0,0,12,9,1
"Traubia","Amaryllidaceae","Asparagales",0,0,1,1,1,0
"Traunsteinera","Orchidaceae","Asparagales",0,0,0,2,0,NA
"Trautvetteria","Ranunculaceae","Ranunculales",0,0,0,2,0,NA
"Traversia","Asteraceae","Asterales",0,0,0,1,0,NA
"Traxilisa","Dilleniaceae","Dilleniales",0,0,0,1,0,NA
"Treculia","Moraceae","Rosales",1,0,0,8,1,1
"Treichelia","Campanulaceae","Asterales",0,0,0,1,0,NA
"Trema","Cannabaceae","Rosales",9,0,0,13,9,1
"Tremacron","Gesneriaceae","Lamiales",0,0,0,3,0,NA
"Trematolobelia","Campanulaceae","Asterales",2,0,0,8,2,1
"Trembleya","Melastomataceae","Myrtales",0,0,0,9,0,NA
"Tremulina","Restionaceae","Poales",0,0,1,2,1,0
"Trepadonia","Asteraceae","Asterales",0,0,0,2,0,NA
"Trepocarpus","Apiaceae","Apiales",0,0,0,1,0,NA
"Treubella","Loranthaceae","Santalales",0,0,0,1,0,NA
"Trevesia","Araliaceae","Apiales",5,0,0,11,5,1
"Trevia","Euphorbiaceae","Malpighiales",0,0,0,1,0,NA
"Trevirana","Gesneriaceae","Lamiales",0,0,0,1,0,NA
"Trevoa","Rhamnaceae","Rosales",1,0,0,5,1,1
"Trevoria","Orchidaceae","Asparagales",0,0,1,5,1,0
"Triacis","Passifloraceae","Malpighiales",0,0,0,1,0,NA
"Triadenum","Hypericaceae","Malpighiales",1,0,0,8,1,1
"Triadica","Euphorbiaceae","Malpighiales",3,0,0,3,3,1
"Triaenophora","Plantaginaceae","Lamiales",0,0,0,2,0,NA
"Triainolepis","Rubiaceae","Gentianales",3,0,0,13,3,1
"Trianaea","Solanaceae","Solanales",0,0,0,5,0,NA
"Trianaeopiper","Piperaceae","Piperales",0,0,0,11,0,NA
"Trianoptiles","Cyperaceae","Poales",0,0,0,3,0,NA
"Triantha","Tofieldiaceae","Alismatales",0,0,4,4,4,0
"Trianthema","Aizoaceae","Caryophyllales",0,0,1,19,1,0
"Trias","Orchidaceae","Asparagales",0,0,0,14,0,NA
"Triaspis","Malpighiaceae","Malpighiales",4,0,0,15,4,1
"Tribeles","Escalloniaceae","Escalloniales",1,0,0,1,1,1
"Tribolium","Poaceae","Poales",0,0,2,15,2,0
"Tribonanthes","Haemodoraceae","Commelinales",0,0,4,6,4,0
"Tribulocarpus","Aizoaceae","Caryophyllales",0,0,0,1,0,NA
"Tribulus","Zygophyllaceae","Zygophyllales",0,0,2,12,2,0
"Tricalysia","Rubiaceae","Gentianales",9,0,0,79,9,1
"Tricardia","Boraginaceae","UnknownOrder-Boraginaceae",0,0,0,1,0,NA
"Tricarpelema","Commelinaceae","Commelinales",0,0,0,8,0,NA
"Triceratella","Commelinaceae","Commelinales",0,0,0,1,0,NA
"Triceratorhynchus","Orchidaceae","Asparagales",0,0,0,1,0,NA
"Tricerma","Celastraceae","Celastrales",0,0,0,6,0,NA
"Trichantha","Gesneriaceae","Lamiales",0,0,0,3,0,NA
"Trichanthemis","Asteraceae","Asterales",0,0,0,9,0,NA
"Trichanthera","Acanthaceae","Lamiales",1,0,0,2,1,1
"Trichanthodium","Asteraceae","Asterales",0,0,2,4,2,0
"Trichaulax","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Trichilia","Meliaceae","Sapindales",72,0,0,98,72,1
"Trichiogramme","Pteridaceae","Polypodiales",0,0,0,8,0,NA
"Trichipteris","Cyatheaceae","Cyatheales",0,0,0,27,0,NA
"Trichlora","Amaryllidaceae","Asparagales",0,0,0,4,0,NA
"Trichloris","Poaceae","Poales",0,0,1,2,1,0
"Trichocaulon","Apocynaceae","Gentianales",0,0,0,28,0,NA
"Trichocentrum","Orchidaceae","Asparagales",0,0,5,65,5,0
"Trichocephalus","Rhamnaceae","Rosales",1,0,0,1,1,1
"Trichocereus","Cactaceae","Caryophyllales",0,0,0,9,0,NA
"Trichoceros","Orchidaceae","Asparagales",0,0,2,10,2,0
"Trichocladus","Hamamelidaceae","Saxifragales",2,0,0,4,2,1
"Trichocline","Asteraceae","Asterales",0,0,0,24,0,NA
"Trichocoronis","Asteraceae","Asterales",0,0,0,2,0,NA
"Trichocoryne","Asteraceae","Asterales",0,0,1,1,1,0
"Trichocyclus","Dryopteridaceae","Polypodiales",0,0,0,1,0,NA
"Trichodesma","Boraginaceae","UnknownOrder-Boraginaceae",0,0,2,17,2,0
"Trichodiadema","Aizoaceae","Caryophyllales",0,0,1,36,1,0
"Trichoglottis","Orchidaceae","Asparagales",0,0,2,69,2,0
"Trichogonia","Asteraceae","Asterales",0,0,0,33,0,NA
"Trichogoniopsis","Asteraceae","Asterales",0,0,0,4,0,NA
"Trichogyne","Asteraceae","Asterales",0,0,1,7,1,0
"Tricholaena","Poaceae","Poales",0,0,0,5,0,NA
"Tricholepidium","Polypodiaceae","Polypodiales",0,0,0,9,0,NA
"Tricholepis","Asteraceae","Asterales",0,0,0,17,0,NA
"Trichomanes","Hymenophyllaceae","Hymenophyllales",0,0,7,117,7,0
"Trichoneura","Poaceae","Poales",0,0,1,8,1,0
"Trichopetalum","Asparagaceae","Asparagales",0,0,1,2,1,0
"Trichophorum","Cyperaceae","Poales",0,0,6,12,6,0
"Trichopilia","Orchidaceae","Asparagales",0,0,2,45,2,0
"Trichopodium","Fabaceae","Fabales",0,0,0,1,0,NA
"Trichopteryx","Poaceae","Poales",0,0,0,5,0,NA
"Trichoptilium","Asteraceae","Asterales",0,0,0,1,0,NA
"Trichopus","Dioscoreaceae","Dioscoreales",0,0,1,1,1,0
"Trichosacme","Apocynaceae","Gentianales",0,0,0,1,0,NA
"Trichosalpinx","Orchidaceae","Asparagales",0,0,3,112,3,0
"Trichosanchezia","Acanthaceae","Lamiales",0,0,0,1,0,NA
"Trichosanthes","Cucurbitaceae","Cucurbitales",0,0,3,38,3,0
"Trichoschoenus","Cyperaceae","Poales",0,0,0,1,0,NA
"Trichoscypha","Anacardiaceae","Sapindales",8,0,0,23,8,1
"Trichospermum","Malvaceae","Malvales",3,0,0,4,3,1
"Trichospira","Asteraceae","Asterales",0,0,0,1,0,NA
"Trichostachys","Rubiaceae","Gentianales",0,0,0,14,0,NA
"Trichostema","Lamiaceae","Lamiales",4,0,10,18,14,0.285714285714286
"Trichostephanus","Salicaceae","Malpighiales",0,0,0,1,0,NA
"Trichostigma","Phytolaccaceae","Caryophyllales",1,0,0,3,1,1
"Trichotolinum","Brassicaceae","Brassicales",0,0,0,1,0,NA
"Trichotosia","Orchidaceae","Asparagales",0,0,1,78,1,0
"Trichouratea","Ochnaceae","Malpighiales",0,0,0,2,0,NA
"Trichuriella","Amaranthaceae","Caryophyllales",0,0,0,1,0,NA
"Tricliceras","Passifloraceae","Malpighiales",0,0,0,11,0,NA
"Triclisia","Menispermaceae","Ranunculales",1,1,0,17,1,1
"Triclisperma","Polygalaceae","Fabales",0,0,0,1,0,NA
"Tricomaria","Malpighiaceae","Malpighiales",1,0,0,1,1,1
"Tricoryne","Xanthorrhoeaceae","Asparagales",0,0,3,8,3,0
"Tricostularia","Cyperaceae","Poales",0,0,2,5,2,0
"Tricyclandra","Cucurbitaceae","Cucurbitales",0,1,0,1,0,NA
"Tricyrtis","Liliaceae","Liliales",0,0,6,23,6,0
"Tridactyle","Orchidaceae","Asparagales",0,0,6,47,6,0
"Tridactylina","Asteraceae","Asterales",0,0,0,1,0,NA
"Tridax","Asteraceae","Asterales",0,0,3,29,3,0
"Tridens","Poaceae","Poales",0,0,1,17,1,0
"Tridentea","Apocynaceae","Gentianales",0,0,0,16,0,NA
"Tridesmostemon","Sapotaceae","Ericales",0,0,0,2,0,NA
"Tridimeris","Annonaceae","Magnoliales",0,0,0,2,0,NA
"Tridynamia","Convolvulaceae","Solanales",0,1,0,2,0,NA
"Trieenea","Scrophulariaceae","Lamiales",0,0,1,3,1,0
"Trientalis","Primulaceae","Ericales",0,0,1,3,1,0
"Trifidacanthus","Fabaceae","Fabales",0,0,0,1,0,NA
"Triflorensia","Rubiaceae","Gentianales",0,0,0,3,0,NA
"Trifolium","Fabaceae","Fabales",0,0,33,244,33,0
"Triglochin","Juncaginaceae","Alismatales",0,0,10,25,10,0
"Trigonella","Fabaceae","Fabales",0,0,13,95,13,0
"Trigonia","Trigoniaceae","Malpighiales",4,0,0,30,4,1
"Trigonidium","Orchidaceae","Asparagales",0,0,6,13,6,0
"Trigoniodendron","Trigoniaceae","Malpighiales",0,0,0,1,0,NA
"Trigonobalanus","Fagaceae","Fagales",1,0,0,3,1,1
"Trigonocapnos","Papaveraceae","Ranunculales",0,0,0,2,0,NA
"Trigonophyllum","Hymenophyllaceae","Hymenophyllales",0,0,0,2,0,NA
"Trigonopleura","Peraceae","Malpighiales",1,0,0,3,1,1
